country_name,country_code,series_name,series_code,year,value
Bosnia and Herzegovina,BIH,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,71.1451758340848
Bosnia and Herzegovina,BIH,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,899.125553407656
Thailand,THA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,1024.85362804804
Thailand,THA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,47.8528606622158
Thailand,THA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,3186.99707103229
Thailand,THA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,71.54
Thailand,THA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,26.4
Thailand,THA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0015771129370574
Thailand,THA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,5.83847209298658
Thailand,THA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Thailand,THA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,1.05736082258548
Zimbabwe,ZWE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,896.550056675906
Zimbabwe,ZWE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,753.018704476345
Zimbabwe,ZWE,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,12.846735024285
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,31.163667678833
Zimbabwe,ZWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,1496.83096041144
Zimbabwe,ZWE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,45.77
Zimbabwe,ZWE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,64.4
Zimbabwe,ZWE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Zimbabwe,ZWE,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,27.6111408677022
Zimbabwe,ZWE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Zimbabwe,ZWE,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,0.576475063919073
Honduras,HND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,471.843222153003
Honduras,HND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,340.017579867714
Honduras,HND,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,33.909853738671
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,61.100156
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,1734.98490158891
Honduras,HND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,33.22
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,66.7
Honduras,HND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Honduras,HND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,88.1342701014832
Honduras,HND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Honduras,HND,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,0.010580540818699
Haiti,HTI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,329.492814275813
Haiti,HTI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,29.2655541267798
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,1398.25464638175
Haiti,HTI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,9.37
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,89.4
Haiti,HTI,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Haiti,HTI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,75.2747252747253
Haiti,HTI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,5171.29276055127
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,8717.64523889344
Australia,AUS,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,-92.3660251504525
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,37155.5123959647
Australia,AUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,93.78
Australia,AUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,8.6
Australia,AUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.163153070577452
Australia,AUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,10.3593033913841
Australia,AUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Australia,AUS,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,20.4247986391247
Ireland,IRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,2813.89487759353
Ireland,IRL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,4185.09722864187
Ireland,IRL,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,70.1528741333926
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,24958.2199373691
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,98.4
Ireland,IRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,2.1
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,-1.41497926323494
Ireland,IRL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,6.17223713100756
Ireland,IRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Ireland,IRL,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,0.58713880957981
Estonia,EST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,3639.5461674343
Estonia,EST,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,3922.68935459345
Estonia,EST,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,37.6236406120979
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,6706.56000129024
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,98.74
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,6.6
Estonia,EST,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Estonia,EST,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,0.0112019715469923
Estonia,EST,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Jamaica,JAM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,1130.54025977278
Jamaica,JAM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,1545.35910618976
Jamaica,JAM,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,95.8003846054345
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,78.836296081543
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,5142.58833722087
Jamaica,JAM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,89.72
Jamaica,JAM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,14.3
Jamaica,JAM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,3.00520586843351
Jamaica,JAM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,1.70373876005679
Jamaica,JAM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Jamaica,JAM,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,0.617553349030216
Trinidad and Tobago,TTO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,4759.58552332193
Trinidad and Tobago,TTO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,2734.94181024721
Trinidad and Tobago,TTO,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,-90.7420325751282
Trinidad and Tobago,TTO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,6691.12372000287
Trinidad and Tobago,TTO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,99.09
Trinidad and Tobago,TTO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,1.3
Trinidad and Tobago,TTO,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.733560387739062
Trinidad and Tobago,TTO,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,0.0
Trinidad and Tobago,TTO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Trinidad and Tobago,TTO,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,56.4877480289832
Bolivia,BOL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,396.453818977116
Bolivia,BOL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,301.615145144042
Bolivia,BOL,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,-72.9509955884109
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,61.3840293884277
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,1762.66830888368
Bolivia,BOL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,68.13
Bolivia,BOL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,36.9
Bolivia,BOL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,1.6220294228593
Bolivia,BOL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,56.6578649566201
Bolivia,BOL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Bolivia,BOL,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,12.7383036713833
Sweden,SWE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,5333.87357287498
Sweden,SWE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,15506.8020972727
Sweden,SWE,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,39.6434648490485
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Sweden,SWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,32786.8795050758
Sweden,SWE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,37.52
Sweden,SWE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,34.4
Sweden,SWE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,1.13502318053384
Sweden,SWE,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,51.5842317504732
Sweden,SWE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,42.1055880174471
Sweden,SWE,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,3.400693234578
Switzerland,CHE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,3479.20943929761
Switzerland,CHE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,7235.23820436377
Switzerland,CHE,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,56.4429888787747
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Switzerland,CHE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,67079.4643937643
Switzerland,CHE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,57.73
Switzerland,CHE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,18.0
Switzerland,CHE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,-0.581838219801948
Switzerland,CHE,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,59.3426362619731
Switzerland,CHE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,37.8454157955301
Switzerland,CHE,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,0.133320756352767
Cote d'Ivoire,CIV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,367.602465008283
Cote d'Ivoire,CIV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,139.342372435662
Cote d'Ivoire,CIV,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,25.6344397299995
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,1649.47036183619
Cote d'Ivoire,CIV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,28.55
Cote d'Ivoire,CIV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,75.1
Cote d'Ivoire,CIV,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Cote d'Ivoire,CIV,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,50.2285191956124
Cote d'Ivoire,CIV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Peru,PER,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,423.43055009833
Peru,PER,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,517.259427919017
Peru,PER,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,-0.3941370903239
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,64.7489929199219
Peru,PER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,2723.2842310292
Peru,PER,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,65.57
Peru,PER,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,37.1
Peru,PER,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.736088600756348
Peru,PER,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,79.6799027552674
Peru,PER,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Peru,PER,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,5.96920987995007
Tunisia,TUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,598.684728431468
Tunisia,TUN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,694.181810381907
Tunisia,TUN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,-6.90312119983788
Tunisia,TUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,2274.64477979221
Tunisia,TUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,86.75
Tunisia,TUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,13.9
Tunisia,TUN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Tunisia,TUN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,0.966037735849057
Tunisia,TUN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Tunisia,TUN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,11.464691497188
Jordan,JOR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,866.114519281372
Jordan,JOR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,986.885984885074
Jordan,JOR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,101.983256167946
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,98.0943603515625
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,3238.47541692105
Jordan,JOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,98.45
Jordan,JOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,2.5
Jordan,JOR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0210039907582441
Jordan,JOR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,0.46208779668137
Jordan,JOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Jordan,JOR,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,0.0055631745535913
Myanmar,MMR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,258.836824497865
Myanmar,MMR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,52.3583812407703
Myanmar,MMR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,2.64762840708732
Myanmar,MMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,188.680525344668
Myanmar,MMR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,17.85
Myanmar,MMR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,89.2
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Myanmar,MMR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,50.3692762186115
Myanmar,MMR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Romania,ROU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,2007.21364485422
Romania,ROU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,2272.12422814287
Romania,ROU,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,27.1504526181913
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Romania,ROU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,4126.76859277572
Romania,ROU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,94.71
Romania,ROU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,7.2
Romania,ROU,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0018025812964164
Romania,ROU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,23.0153579926455
Romania,ROU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Romania,ROU,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,9.97015222734651
United States,USA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,7708.10161116809
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,12261.5237824091
United States,USA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,20.8727217506704
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,40002.4762262205
United States,USA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,86.12
United States,USA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,4.3
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,1.53953941042658
United States,USA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,8.88405525198752
United States,USA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,18.966106564105
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,2.21655716454674
Kenya,KEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,457.896592824603
Kenya,KEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,132.299841845353
Kenya,KEN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,21.2204092397727
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,10.9
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,1223.50616725762
Kenya,KEN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,15.79
Kenya,KEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,79.1
Kenya,KEN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,13.6061946902655
Kenya,KEN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,82.771017699115
Kenya,KEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Kenya,KEN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,9.37527958674352
Finland,FIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,5617.27677077652
Finland,FIN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,13012.6694308655
Finland,FIN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,57.1940870195747
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,27807.8614663327
Finland,FIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,59.58
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,26.0
Finland,FIN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,9.7627662535405
Finland,FIN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,22.0632295879107
Finland,FIN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,32.6265983398549
Finland,FIN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,2.7283280526662
United Kingdom,GBR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,3713.443124142
United Kingdom,GBR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,5491.98911810322
United Kingdom,GBR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,-0.0182420563756345
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,31165.1544491287
United Kingdom,GBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,87.79
United Kingdom,GBR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,0.8
United Kingdom,GBR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,-0.0064994955153481
United Kingdom,GBR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,1.7762192744087
United Kingdom,GBR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,27.6547344182333
United Kingdom,GBR,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,7.0752395344982
Netherlands,NLD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,4616.71602028756
Netherlands,NLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,5462.6546594562
Netherlands,NLD,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,20.922640919555
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
Netherlands,NLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,32297.9766237802
Netherlands,NLD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,95.69
Netherlands,NLD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,1.2
Netherlands,NLD,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,1.31546546741145
Netherlands,NLD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,0.11923430837621
Netherlands,NLD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,5.11670705944867
Netherlands,NLD,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1993,8.93855874475238
Mozambique,MOZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,424.528289065617
Mozambique,MOZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,52.0952243766935
Mozambique,MOZ,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,6.69835193875426
Mozambique,MOZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,221.624579964898
Mozambique,MOZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,6.27
Mozambique,MOZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,91.8
Mozambique,MOZ,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,0.0
Mozambique,MOZ,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,86.8686868686869
Mozambique,MOZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1993,0.0
Philippines,PHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993,410.827080255246
Philippines,PHL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1993,330.827699629772
Philippines,PHL,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1993,45.7228677615727
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,65.4
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1993,1620.35505833942
Philippines,PHL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1993,47.71
Philippines,PHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1993,44.1
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1993,21.3213439181309
Philippines,PHL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1993,18.9247150005644
